Unnamed: 0,tweet_text,text,text_processed,polarity,sentimen
41,"Berlaku sejak 1 Oktober 2022 dan bertujuan untuk memenuhi kebutuhan masyarakat hingga akhir tahun, Pemerintah menambah kuota BBM bersubsidi. Pertamina Terbaik https://t.co/KsXIRjB4Ks",effective since october and aims to meet the needs of the community until the end of the year the government increases the best pertamina subsidized fuel oil quota,effective since october aim meet need community end year government increase best pertamina subsidized fuel oil quota,0.8,positive
44,ICP (harga minyak mentah Indonesia) sudah anjlok di bawah asumsi APBN-P tahun 2022. . Jadi kapan BBM bersubsidi turun Pak Jokowi? â¦@PKSejahteraâ© â¦@FPKSDPRRIâ©  https://t.co/gMn7LWw3jU,"icp Indonesia's crude oil price has fallen below the assumptions of the 2018 state budget, so when will subsidized fuel oil go down, Pak Jokowi","icp Indonesia's crude oil price fallen assumption 2018 state budget, subsidized fuel oil go down, Pak Jokowi",-0.42777777777777776,negative
45,"Pemerintah memilih jalan keadilan dengan mengalahkan subsidi BBM menjadi BLT. #PerekonomianKianMembaik #IndonesiaBangkit  Jepang | Ferdy Sambo | 1,5 M | Aremania | Telkomsel | Nasdrun | 77 TNI | Nasdem | Tulus Utamakan Rakyat https://t.co/6vhYf9YtuM",the government chooses the path of justice by defeating fuel subsidies to become blt japan ferdy sambo aremania telkomsel nasdrun tni nasdem sincerely prioritizes the people,government chooses path justice defeating fuel subsidy become blt japan ferdy sambo aremania telkomsel nasdrun tni nasdem sincerely prioritizes people,0.5,positive
46,"Langkah pemerintah menyesuaikan harga BBM jadi momentum perbaikan struktur pemberian subsidi. #PerekonomianKianMembaik #IndonesiaBangkit @jokowi   Jepang | Ferdy Sambo | 1,5 M | Aremania | Telkomsel | Nasdrun | 77 TNI | Nasdem | Tulus Utamakan Rakyat https://t.co/NJqXmPe743",the government's steps to adjust the price of fuel oil are a momentum for improving the structure of providing subsidies to Japan ferdy sambo aremania telkomsel nasdrun tni nasdem sincerely prioritizes the people,government's step adjust price fuel oil momentum improving structure providing subsidy Japan ferdy sambo aremania telkomsel nasdrun tni nasdem sincerely prioritizes people,0.5,positive
47,"Kita harus bersyukur, karena harga BBM di Indonesia masih jauh lebih murah dibandingkan dng negara lain.  Harga BBM ini murah karena disubsidi oleh pemerintah.  @pertamina  #BBMIndonesiaPalingMurah https://t.co/TO2KFPv6LR",We must be grateful because the price of fuel oil in Indonesia is still much cheaper compared to other countries. The price of fuel oil is cheap because it is subsidized by the government.,We must grateful price fuel oil Indonesia still much cheaper compared countries. The price fuel oil cheap subsidized government.,0.30000000000000004,positive
49,Pemerintah pantau langsung penyaluran BLT BBM untuk masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Kepulauan Riau https://t.co/qLwx0sbf8s,The government is directly monitoring the distribution of direct fuel oil cash assistance to the people of the Riau Islands,The government directly monitoring distribution direct fuel oil cash assistance people Riau Islands,0.1,positive
51,Penyaluran BLT BBM ini sebagai kepedulian pemerintah terhadap perekonomian masyarakat kurang mampu.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi ikut mendukung untuk Indonesia https://t.co/mjg2xyYWlV,"The distribution of direct cash assistance from fuel oil is a form of government concern for the economy of the underprivileged people of Jambi, to support Indonesia","The distribution direct cash assistance fuel oil form government concern economy underprivileged people Jambi, support Indonesia",0.1,positive
52,Pemerintah mempercepat penyaluran BLT BBM Kepada Masyarakat #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Jambi ikut mendukung untuk Indonesia https://t.co/25OViKy4jZ,the government accelerated the distribution of direct fuel oil cash assistance to the people of Jambi to support Indonesia,government accelerated distribution direct fuel oil cash assistance people Jambi support Indonesia,0.1,positive
54,"Sumatera Utara mendukung Kebijakan Pemerintah mengalihkan subsidi BBM ke BLT demi mewujudkan penyaluran subsidi yang tepat sasaran #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/almN3RpX1s",North Sumatra supports the government's policy of diverting fuel subsidies to direct cash assistance in order to realize targeted distribution of subsidies,North Sumatra support government's policy diverting fuel subsidy direct cash assistance order realize targeted distribution subsidy,0.1,positive
56,Langkah dan kebijakan yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/OOtEbsEPwh,appropriate steps and policies taken by the government of Jambi to support the adjustment of fuel prices,appropriate step policy taken government Jambi support adjustment fuel price,0.5,positive
58,"Jangan memperjuangkan hak orang kaya, langkah pemerintah sudah tepat Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/MsVBwp1KjS","don't fight for the rights of the rich, the government's steps are right in Jambi to support the adjustment of fuel prices","fight right rich, government's step right Jambi support adjustment fuel price",0.31547619047619047,positive
59,Selengkapnya klik tautan ini  https://t.co/rArSTFA3c4  Ijin tag  @MardaniAliSera @hnurwahid @tifsembiring @lediahanifa @salimsegaf https://t.co/FJguOruhfS,in full click this link permission tag,full click link permission tag,0.35,positive
61,Kebijakan pemerintah sudah tepat Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/eAOv02Kuz1,Jambi's government policy is right to support the adjustment of fuel prices,Jambi's government policy right support adjustment fuel price,0.2857142857142857,positive
64,Penyesuaian harga BBM adalah langkah yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/ecL2tE5FX0,Adjusting the price of fuel oil is the right step taken by the Jambi government to support the adjustment of fuel prices,Adjusting price fuel oil right step taken Jambi government support adjustment fuel price,0.2857142857142857,positive
65,"Subsidi BBM jadi beban APBN, penyesuaian harga BBM langkah yang tepat diambil pemerintah Jambi Dukung Penyesuaian Harga BBM  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/5mZO3ORPlg","fuel subsidies are a burden on the state budget, adjusting the price of fuel oil, the right steps are taken by the Jambi government to support the adjustment of fuel prices","fuel subsidy burden state budget, adjusting price fuel oil, right step taken Jambi government support adjustment fuel price",0.2857142857142857,positive
69,Pemerintah menambah kuota BBM Pertalite dan Solar subsidi yang berlaku sejak 1 Oktober 2022 untuk memenuhi kebutuhan masyarakat hingga akhir tahun. #PerekonomianKianMembaik #IndonesiaBangkit @jokowi   Aremania | Telkomsel | Nasdrun | 77 TNI | Nasdem | Tulus Utamakan Rakyat https://t.co/nztFgaBfIe,the government has increased the quota for pertalite fuel oil and subsidized diesel which has been in effect since October to meet people's needs until the end of the year aremania telkomsel nasdrun tni nasdem sincerely prioritizes the people,government increased quota pertalite fuel oil subsidized diesel effect since October meet people's need end year aremania telkomsel nasdrun tni nasdem sincerely prioritizes people,0.5,positive
81,"Subsidi BBM jadi beban APBN, penyesuaian Harga BBM langkah tepat pemerintah. Jambi #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/IEOWIAVpzW","Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step for the Jambi government","Fuel subsidy burden State Budget, adjusting fuel price right step Jambi government",0.2857142857142857,positive
83,Pemerintah lakukan langkah tepat dgn lakukan penyesuaian harga BBM cz subsidi BBM udah jadi beban APBN Yuk qta dukung langkah pemerintah lakukan penyesuaian harga BBM ya #BantuanBBMUntukRakyat  #BLTBBMTepatSasaran  #SubsidiTepatSasaran  Banten https://t.co/E27gDKGJPL,"the government is taking the right steps by adjusting the price of fuel oil because fuel subsidies have become a burden on the state budget, let's support the government's steps to adjust the price of fuel oil, yes, Banten","government taking right step adjusting price fuel oil fuel subsidy become burden state budget, let's support government's step adjust price fuel oil, yes, Banten",0.2857142857142857,positive
88,"Penyesuaian harga BBM subsidi dilakukan sebagai respons atas fluktuasi harga minyak mentah dunia. Selain itu, Pemerintah juga mempertimbangkan kondisi ekonomi negara. https://t.co/d6rERmiH5U","the price adjustment for subsidized fuel oil was carried out in response to fluctuations in world crude oil prices. In addition, the government also took into account the country's economic conditions","price adjustment subsidized fuel oil carried response fluctuation world crude oil prices. In addition, government also took account country's economic condition",-0.24999999999999997,negative
89,"Penyesuaian harga BBM itu wajar melihat kondisi global, mari terus dukung kebijakan pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Banten https://t.co/fFVOHZ9leb",Adjusting fuel prices is reasonable considering global conditions. Let's continue to support the Banten government's policies,Adjusting fuel price reasonable considering global conditions. Let's continue support Banten government's policy,0.1,positive
92,"Terima kasih, #KawanPajak!  Pemerintah telah menyalurkan kontribusi dari #KawanPajak dalam bentuk BLT BBM kepada masyarakat yang membutuhkan. https://t.co/nLruFLxwBa","Thank you, the government has distributed contributions in the form of direct fuel oil cash assistance to people in need","Thank you, government distributed contribution form direct fuel oil cash assistance people need",0.1,positive
107,"Pemerintah telah menyalurkan Program BLT BBM mencapai 96,6 % dan diterima oleh masyarakat ekonomi menengah ke bawah  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Kalimantan Barat https://t.co/sPlXUrweX9",The government has channeled direct fuel oil cash assistance programs to reach and be accepted by the middle to lower economic community of West Kalimantan,The government channeled direct fuel oil cash assistance program reach accepted middle lower economic community West Kalimantan,0.10000000000000002,positive
112,Subsidi BBM jadi beban APBN penyesuaian harga BBM langkah tepat pemerintah  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Barat https://t.co/xSkmGSxmX2,"Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step for the West Sumatra government","Fuel subsidy burden State Budget, adjusting fuel price right step West Sumatra government",0.2857142857142857,positive
114,Ayoo gaess Masyarakat Lampung kita dukung Kebijakan Pemerintah perihal BLT BBM  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/pKePVlBylp,"Come on, Gaess, the people of Lampung, let's support the government's policy regarding direct fuel oil cash assistance","Come on, Gaess, people Lampung, let's support government's policy regarding direct fuel oil cash assistance",0.1,positive
116,Masyarakat Lampung Mendukung Penuh Kebijakan Pemerintah tentang BLT BBM  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/5DLXjSqOSV,the people of Lampung fully support the government's policy of direct fuel oil cash assistance,people Lampung fully support government's policy direct fuel oil cash assistance,0.1,positive
118,Lampung Apresiasi Kebijakan Pemerintah Tentang BLT BBM  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/iYehE2zKtp,Lampung appreciates the government's policy of direct fuel oil cash assistance,Lampung appreciates government's policy direct fuel oil cash assistance,0.1,positive
119,"Subsidi jadi Beban APBN, penyesuaian Harga BBM langkah tepat Pemerintah. - Maluku Satu Rasa - #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/gaAfUxjJTp",subsidies are a burden on the state budget adjusting the price of fuel oil is the right step for the government of Maluku one feels,subsidy burden state budget adjusting price fuel oil right step government Maluku one feel,0.2857142857142857,positive
120,"Pemberian BLT BBM, BLT UMKM dan BSU untuk masyarakat sebagai bentuk kepedulian Pemerintah untuk meringankan masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Kalimantan Barat https://t.co/zgLWVyNH4V",providing direct fuel cash assistance umkm and bsu direct cash assistance to the community as a form of government concern to relieve the people of West Kalimantan,providing direct fuel cash assistance umkm bsu direct cash assistance community form government concern relieve people West Kalimantan,0.1,positive
121,Pemerintah saat ini menyalurkan BLT BBM untuk masyarakat khususnya ekonomi menengah ke bawah  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Kalimantan Barat https://t.co/wHN6eIO04N,"The government is currently distributing direct fuel oil cash assistance to the community, especially the lower middle class in West Kalimantan","The government currently distributing direct fuel oil cash assistance community, especially lower middle class West Kalimantan",0.025,positive
133,pemerintah resmi tambah kuota BBM subsidi hingga akhir tahun. aceh bangga. #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi https://t.co/RLeZnNIvpU,the government officially increases the quota of subsidized fuel oil until the end of the year aceh is proud,government officially increase quota subsidized fuel oil end year aceh proud,0.8,positive
135,Pemerintah memilih jalan keadilan dengan mengalahkan subsidi BBM menjadi BLT. #PerekonomianKianMembaik #IndonesiaBangkit #ShaniTheSelene Dirgahayu TNI Army https://t.co/AXSmMxB8Oh,the government chose the path of justice by defeating fuel subsidies to become blt for the TNI army's long live,government chose path justice defeating fuel subsidy become blt TNI army's long live,0.043181818181818175,positive
136,"Personil Sat intelkam Polres Padangsidimpuan melaksanakan monitoring dan deteksi dini situasi kamtibmas terkait Program Pemerintah tentang kenaikan harga BBM Jenis Solar, Pertalite dan Pertamax di SPBU dalam Wilayah Kota Padangsidimpuan, Selasa (4/10). https://t.co/Xojg2fnODj",Sat Intelkam personnel of the Padangsidimpuan Police carry out monitoring and early detection of the security situation and public order related to the government program regarding the increase in the price of Pertalite and first type diesel fuel at gas stations in the Padangsidimpuan city area Tuesday,Sat Intelkam personnel Padangsidimpuan Police carry monitoring early detection security situation public order related government program regarding increase price Pertalite first type diesel fuel gas station Padangsidimpuan city area Tuesday,0.0875,positive
141,"Pemerintah sudah siapkan anggaran bansos PKH Rp. 18,4 Triliun pada 2022  Jambi dukung BLT BBM   #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/HbbwljxX6X",the government has prepared a Rp trillion social assistance budget for Jambi to support direct fuel oil cash assistance,government prepared Rp trillion social assistance budget Jambi support direct fuel oil cash assistance,0.06666666666666667,positive
143,Mari dukung Kebijakan Pemerintah penyaluran BLT BBM #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/49liXLh8UN,let's support the government's policy of distributing direct fuel oil cash assistance,let's support government's policy distributing direct fuel oil cash assistance,0.1,positive
147,Penyesuain Harga BBM langkah tepat Pemerintah   #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/N2AhmdU75E,Adjusting the price of fuel oil is the right step for the government,Adjusting price fuel oil right step government,0.2857142857142857,positive
149,"Pengelolaan APBN yang tidak becus membuat pemerintah mengeluarkan kebijakan Kenaikan Harga BBM, namun tidak proporsional karena upah pekerja yang berbeda tiap daerah dan masih cukup rendah. Nah, sekarang malah pemborosan APBN (lagi). https://t.co/JSjUuT58Jl","The incompetent management of the state budget has led the government to issue a policy of increasing fuel prices but it is not proportional because the wages for workers are different for each region and are still quite low, now it is even a waste of the state budget again","The incompetent management state budget led government issue policy increasing fuel price proportional wage worker different region still quite low, even waste state budget",-0.1375,negative
150,Bentuk perhatian pemerintah subsidi BLT BBM  Sumatera Selatan  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/bL25WAoR46,a form of government attention to direct cash assistance subsidies for fuel oil in South Sumatra,form government attention direct cash assistance subsidy fuel oil South Sumatra,0.1,positive
155,Penyaluran BLT BBM jadi komitmen pemerintah tingkatkan kesejahteraan masyarakat  Dukung penyaluran BLT #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Sumatera Utara https://t.co/VJT6lO9wCM,the distribution of direct fuel oil cash assistance is the government's commitment to improve community welfare to support the distribution of direct cash assistance in North Sumatra,distribution direct fuel oil cash assistance government's commitment improve community welfare support distribution direct cash assistance North Sumatra,0.1,positive
156,Pemerintah mempercepat penyaluran BLT BBM Kepada Masyarakat Mantap! #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran Banten https://t.co/livHvHfqhv,the government has accelerated the distribution of direct fuel oil cash assistance to the people of Steady Banten,government accelerated distribution direct fuel oil cash assistance people Steady Banten,0.13333333333333333,positive
157,BLT BBM merupakan upaya pemerintah untuk membantu masyarakat kalangan bawah. Mantap! #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran Banten https://t.co/qfS1pJXsZi,direct fuel oil cash assistance is the government's effort to help the lower-class people steady in Banten,direct fuel oil cash assistance government's effort help lower-class people steady Banten,0.13333333333333333,positive
158,Kebijakan Pemerintah itu Sudah tepat sasaran mari kita dukung BLT BBM Mantap! #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran Banten https://t.co/fC2chD4C99,"The government's policy is right on target. Let's support direct cash assistance from solid fuel oil, Banten","The government's policy right target. Let's support direct cash assistance solid fuel oil, Banten",0.12857142857142856,positive
