Unnamed: 0,tweet_text,polarity,sentimen
211,"Hooray, the government accelerates the distribution of fuel oil direct cash assistance to help the people of Jambi",0.1,positive
213,"with the existence of direct fuel oil cash assistance, the community is increasingly confident in the Jambi government",0.3,positive
223,Adjusting the price of fuel oil is the right step for the West Java government,0.2857142857142857,positive
225,the government's policy of distributing fuel-oil direct cash assistance is the right step to make it more targeted to East Nusa Tenggara,0.29523809523809524,positive
226,distribution of fuel oil direct cash assistance is the government's commitment to improve the welfare of the people of North Sumatra,0.1,positive
228,the government's policy of diverting fuel subsidies to direct cash assistance is very appropriate and has a positive impact on the economy of the people of North Sumatra,0.32575757575757575,positive
229,the distribution of direct fuel oil cash assistance is proof that the government continues to strive to improve people's welfare to support the distribution of direct cash assistance in North Sumatra,0.1,positive
230,the government's policy of channeling direct fuel oil cash assistance is very appropriate and helping the community's economy support the distribution of direct cash assistance in North Sumatra,0.2833333333333333,positive
232,the government ensures that the distribution of direct fuel oil cash assistance is evenly distributed and right on target to support the distribution of direct cash assistance in North Sumatra,0.16190476190476188,positive
233,the government's policy of diverting fuel subsidies to direct cash assistance is very appropriate and increases the welfare of the people of North Sumatra,0.375,positive
234,"the people of the city of Medan, North Sumatra, agree with the government's policy of shifting fuel subsidies for social assistance blt",0.03333333333333333,positive
236,"the government has increased the pertalite quota by as much as million kiloliters from the initial quota of million KL, while for subsidized diesel it has added another million from the initial quota of million KL",0.06666666666666667,positive
241,The community is very grateful for the government's policy of distributing direct fuel oil cash assistance to support the distribution of North Sumatra cash direct assistance,0.13333333333333333,positive
242,The government has distributed direct fuel oil cash assistance to all regions in Indonesia to support the distribution of North Sumatra cash direct assistance,0.1,positive
246,This BLT direct cash assistance is assistance promised by the central government for the community after the increase in fuel oil which is channeled through the regional government,0.05,positive
247,"the government's right step in adjusting the price of fuel oil for the welfare of the people of Indonesia, East Nusa Tenggara",0.2857142857142857,positive
251,the distribution of direct fuel oil cash assistance reaches a percentage of the North Maluku Great Government,0.45,positive
252,Adjustment of the price of fuel oil is the right step for the government to support the adjustment of the price of fuel oil from North Sumatra,0.2857142857142857,positive
259,"the government made adjustments to the price of fuel oil in order to realize the use of subsidies that are right on target in North Maluku, Ternate",0.2857142857142857,positive
260,"Economist Faisal Basri invites the public to think smartly in response to the government's policy of adjusting fuel prices, which has tried to suppress Aceh's inflation",0.10714285714285714,positive
264,"In order to contain inflation, adjusting the price of fuel oil is the right step for the Aceh government",0.2857142857142857,positive
265,"Adjusting the price of fuel oil is the government's commitment to realizing the use of subsidies that are right on target in North Maluku, Ternate",0.2857142857142857,positive
270,Bangka Belitung Islands The right policy for the government is to adjust the price of fuel oil,0.2857142857142857,positive
277,"Bangka Belitung Islands Fuel subsidies are not on target The government is taking the right steps for channeling subsidies, namely diverting fuel subsidies to targeted assistance",0.2857142857142857,positive
279,"We fully support the government's policy of increasing the price of fuel, the people of Sulawesi are supporting the policy of adjusting fuel prices",0.25,positive
288,"the Bangka Belitung Islands to reduce the state budget, the government took the right steps, namely to adjust the price of fuel oil",0.2857142857142857,positive
292,the government made adjustments to the price of fuel oil in order to realize the use of subsidies that are right on target to support the adjustment of the price of fuel oil in North Sumatra,0.2857142857142857,positive
339,adjusting the price of fuel oil is the right step taken by the government of West Nusa Tenggara residents to support the adjustment of fuel prices,0.2857142857142857,positive
343,"Thank you, our government in East Nusa Tenggara is very helpful and very grateful for the distribution of direct fuel cash assistance",0.16666666666666666,positive
348,"Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step from the Central Java government",0.14285714285714285,positive
349,Fuel subsidies are a burden on the state budget. The adjustment in fuel prices is the right step for the East Kalimantan government,0.2857142857142857,positive
352,"The government made an adjustment to the price of fuel oil to contain inflation, fully supporting the adjustment to the price of fuel oil in North Maluku",0.25,positive
355,"East Nusa Tenggara, fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step for the government",0.2857142857142857,positive
356,Adjusting the price of fuel oil is the right step for the North Maluku government,0.2857142857142857,positive
364,very supportive of the government's policy of adjusting the price of fuel for the special region of Yogyakarta,0.5035714285714286,positive
365,"To contain inflation, the government took the right steps, namely adjusting the Aceh fuel price",0.2857142857142857,positive
368,"the current price of fuel oil is still reasonable friends, don't doubt the government in adjusting the price of fuel oil in its policies, what the government is doing is only for the people, including the people of North Kalimantan",0.06666666666666667,positive
373,Fuel subsidies are a burden on the state budget. Adjusting fuel prices is the right step for the Aceh government,0.2857142857142857,positive
375,"the blitar city government returned to distribute phase iii rastrada in early october the distribution of phase iii rastrada was carried out earlier than the usual schedule, this was intended to help ease the daily burden on the people affected by rising fuel prices",-0.0375,negative
382,The government has distributed direct fuel oil cash assistance to all regions in Indonesia,0.1,positive
390,"fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step, the government of the people of Sulawesi is supporting the policy of adjusting fuel prices",0.26785714285714285,positive
391,the government diverted some of the fuel subsidies to aid that is more targeted at Steady Banten,0.3333333333333333,positive
392,The government made adjustments to fuel prices to keep inflation steady in Banten,0.16666666666666666,positive
393,"the price of subsidized fuel oil is right, it needs adjustments to government policies, it's right, it's steady, Banten",0.24603174603174602,positive
394,"the decision making by the government in adjusting the fuel subsidy is right, steady, Banten",0.22619047619047616,positive
395,"the Bangka Belitung Islands, the government has succeeded in distributing direct fuel oil cash assistance",0.1,positive
421,"Fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step for the government",0.2857142857142857,positive
426,"Fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step for the Papuan government to inform",0.2857142857142857,positive
438,Adjusting fuel oil is a mature step for the government to save the finances of the Bangka Belitung Archipelago,0.1,positive
444,adjustment of fuel prices is the right step for the government of Jambi to support the adjustment of fuel prices,0.2857142857142857,positive
472,direct cash assistance is one of the compensation for adjusting the price of Sulawesi's fuel oil while supporting government policies,0.175,positive
473,thank the government for the direct fuel oil cash assistance that has been given to the people of West Java,0.1,positive
474,"bhabinkamtibmas together with the head of the village of Pattojo greeted the assisted residents by conveying several messages of security and public order including being active, namely conveying the government's reasons for increasing the price of subsidized fuel oil and hoping that no family would take part in demonstrations",-0.044444444444444446,negative
475,President Jokowi said that the distribution of direct cash assistance from fuel oil reached Sulawesi while supporting government policies,0.175,positive
476,"direct cash assistance to overcome the difficulties faced by the community in adjusting the price of fuel oil, Sulawesi is supporting government policies",0.175,positive
477,the number of Merauke residents receiving direct cash assistance from fuel oil is as much as KPM Sulawesi is supporting government policies,0.18333333333333335,positive
478,fuel oil direct cash assistance disbursed in november sulawesi is supporting government policy,0.175,positive
479,direct cash assistance liquid stage fuel oil starting november Sulawesi is supporting government policies,0.11666666666666665,positive
480,"the distribution of fuel oil direct cash assistance has experienced significant improvement, Sulawesi is currently supporting government policies",0.38125,positive
481,direct cash assistance is a compensation for adjusting the price of Sulawesi's fuel oil while supporting government policies,0.175,positive
482,the adjustment of the price of scarce fuel oil is right for the government of central sulawesi,0.14285714285714285,positive
484,Adjusting fuel oil is the right step taken by the government to save money for the Bangka Belitung Archipelago,0.2857142857142857,positive
489,the government's rare right in adjusting the price of North Sulawesi fuel oil,0.2928571428571428,positive
492,thank you government for direct cash assistance from fuel oil for the welfare of the Ojol community to West Java farmers,0.1,positive
493,the adjustment of fuel prices was the right step taken by the East Nusa Tenggara government,0.2857142857142857,positive
495,the adjustment of fuel prices is the right step taken by the government to contain Gorontalo's inflation,0.2857142857142857,positive
497,the adjustment to the price of fuel oil taken by the government to contain inflation is appropriate in aceh,0.5,positive
498,adjusting fuel oil is the government's way of maintaining the strength of the state budget which is used to run assistance programs for the less fortunate in the Bangka Belitung Islands,0.11666666666666668,positive
499,"Fuel subsidies are a burden on the State Budget, adjusting fuel prices is the right step for the West Java government",0.2857142857142857,positive
501,the adjustment of fuel prices by the government is appropriate for west java,0.5,positive
511,the community is satisfied and appreciative of the government's policy of providing direct fuel oil cash assistance which is considered appropriate,0.42500000000000004,positive
513,"Complaint service for government assistance in Central Java, please report if there are irregularities in government assistance due to the increase in fuel oil",-0.14166666666666666,negative
514,in full please click this link permission tag,0.35,positive
515,"since the implementation of the fuel price adjustment by the government, the Sungai Pinang Police continue to routinely monitor and review gas stations in their jurisdiction through active patrols, both SPKT and Bhabinkamtibmas, it is hoped that oil refueling activities at each gas station are running",-0.13333333333333333,negative
518,"the government continues to distribute various social assistance to the community to maintain people's purchasing power, one of which is direct fuel oil cash assistance which is almost complete",0.058333333333333334,positive
520,"the government diverted fuel subsidies for more targeted assistance, this is the government's commitment that the use of subsidies, which are people's money, must be on target, subsidies must benefit the less fortunate",0.24444444444444446,positive
521,"The crisis seems to be increasingly threatening the global economic order, including Indonesia. The government's move to divert fuel subsidies for social assistance is very well targeted, thereby maintaining people's purchasing power and the economy can continue to run normally.",0.11666666666666667,positive
522,Recipients of direct fuel oil cash assistance are happy PT Pos delivers assistance to homes PT Pos Indonesia received a mandate from the government to distribute direct cash assistance in lieu of fuel blt fuel subsidies to KPM beneficiary families throughout Indonesia,0.3333333333333333,positive
524,"Recipients of direct fuel oil cash assistance are happy PT Pos delivers assistance to homes PT Pos Indonesia received a mandate from the government to distribute thank God direct fuel oil cash assistance was sent to homes so there was no need to stand in line other than that it received just Rp. 000,000 not deducted at all",0.21875,positive
526,the price of basic commodities has now increased quite significantly because of the rise in fuel oil but the government says Indonesia's inflation is the third lowest in Asia,0.125,positive
532,"The difference with Indonesia is that the Australian government has not regulated the price of fuel oil since last year, the Australian government only regulates how much fuel oil tax must be paid to the government.",0.04,positive
544,the government continues to accelerate the distribution of direct fuel oil cash assistance to the community. This social assistance aims to ease the economic burden and maintain the purchasing power of vulnerable poor households as a result of rising fuel prices khepo gk,-0.11333333333333333,negative
553,the government is reportedly ready to increase the quota for pertalire type fuel oil and subsidized diesel fuel to meet people's needs by the end of this year,0.2,positive
563,"currently the government will begin to increase the quota for subsidized pertalite and solan type fuel oil by as much as one million kiloliters, while subsidized diesel fuel will be added as much as another million kiloliters",0.13333333333333333,positive
576,"skincare & makeup, Central Java, Klaten, Central Java, safe packing, free gift, free shipping, affordable prices, link to the Malang KDRT shop, nct morning, sambo, the horror of the door, government panpel apparatus, fuel oil, football, national football team, sugar, no rizky baim prank",0.26,positive
577,My wild idea is that all of this is a trick by the authorities to sacrifice the lives of our brothers and sisters in Malang to close all government cases from sambo to the bastard BBM,0.1,positive
579,"the price of obligatory subsidized fuel oil has fallen, the price of Indonesian crude oil, the price of Indonesian crude oil, has fallen far below the figure assumed in the state budget for the year, so that no one will say that the people are subsidizing the government",-0.4333333333333333,negative
580,Banten Regional Police Chief Inspector General Pol Prof. Dr. Rudy Heriyanto together with PJU Banten Regional Police follow Vicon led by the Deputy Chief of Police regarding the government's plan to transfer fuel subsidies in the Vicon room on Tuesday,0.05000000000000002,positive
581,steadily moving forward the government in adjusting the price of fuel oil in the special region of Yogyakarta the price of fuel oil in Yogyakarta,0.2619047619047619,positive
582,the government guarantees that fuel subsidies will be late for Central Kalimantan,-0.15,negative
583,"Yesterday as of October, private fuel operators such as Shell Vivo BP and Pertamina have reduced their fuel prices in unison. Therefore, the government should lower the price of subsidized fuel oil now, in full.",0.11666666666666665,positive
585,"Thank you, the government has provided direct cash assistance, fuel oil, direct cash assistance, helping Lampung residents",0.1,positive
586,the government will provide assistance to the community as compensation regarding the impact of the increase in fuel for this reason the government will provide direct assistance in cash to people who cannot afford this assistance is wage subsidies for workers etc.,0.1,positive
587,It seems like the government can't do it if it doesn't make its citizens suzaaah the price of fuel oil goes up residents move to take public transportation eh now the Transjakarta regulations are complicated to be the same as the KRL,-0.16666666666666666,negative
589,"let's be wise to take advantage of direct cash assistance from the Jambi government, support direct cash assistance from fuel oil",0.3,positive
590,Merauke residents feel greatly helped by the direct cash assistance from fuel oil from the Jambi government,0.45,positive
591,let's be wise to use direct fuel oil cash assistance from the Jambi government,0.39999999999999997,positive
599,fuel oil direct cash assistance is one of the government's efforts to make fuel subsidies right on target,0.19285714285714284,positive
600,Bengkulu residents support direct fuel cash assistance. Let's be wise to use direct cash assistance from the government,0.3,positive
604,the government continues to accelerate the distribution of fuel oil cash assistance to the community. This social assistance aims to ease the economic burden and maintain the purchasing power of vulnerable poor households as a result of rising fuel prices,-0.16666666666666669,negative
618,"Puan Struggle ensures that the policy of increasing fuel prices is always evaluated, especially the impact on the quality of people's welfare. The Republic of Indonesia supports the government to divert the fuel subsidy budget in the form of social assistance",0.016666666666666666,positive
619,"direct fuel oil cash assistance is effective in protecting people's purchasing power, the government is taking the right steps",0.32857142857142857,positive
620,The Republic of Indonesia DPR encourages the government to immediately revise Presidential Decree No. related to making regulations for the distribution of subsidized fuel oil so that it is right on target for the best Pertamina.,0.42857142857142855,positive
621,wisely take advantage of special regional government subsidies yogyakarta the price of fuel oil in yogyakarta,0.5285714285714286,positive
628,Adjusting fuel oil is the right step taken by the government so that subsidies are right on target to support Lampung,0.2857142857142857,positive
629,the adjustment of fuel oil by the government is correct so that subsidies are right on target to support Lampung,0.2857142857142857,positive
634,"Not only BLT, the government also provides BSU for workers with certain criteria, Yogyakarta Special Region, direct cash assistance, Yogyakarta fuel oil",0.16785714285714284,positive
642,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra,0.3,positive
643,the government has distributed direct fuel cash assistance to make good use of Gorontalo,0.39999999999999997,positive
646,The community appreciates the government's steps regarding adjusting the price of fuel oil so that it is right on target for Central Kalimantan,0.14285714285714285,positive
649,"remember that direct fuel oil cash assistance is government compensation for the community, so use the benefits of direct cash assistance as best you can",0.39999999999999997,positive
653,the government distributes direct cash assistance to fuel oil in South Sumatra,0.1,positive
654,Bangka Belitung Islands direct fuel oil cash assistance is one form of government concern in adjusting fuel prices,0.1,positive
656,the distribution of direct fuel oil cash assistance is carried out so that the subsidies transferred by the government are more appropriate for the targets of East Nusa Tenggara,0.3666666666666667,positive
657,"The Bangka Belitung Islands are extraordinary, the government has re-issued phased fuel oil cash assistance",0.3333333333333333,positive
660,"The government has spent a lot of money on fuel subsidies, it's time for subsidies to other sectors in West Kalimantan",-0.1125,negative
662,The move by the Indonesian government to divert subsidies on fuel oil is appropriate for West Kalimantan,0.5,positive
663,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Papua,0.1,positive
664,fuel oil cash direct assistance as a form of government attention to small communities greetings from aceh,-0.075,negative
665,let's take advantage of direct fuel oil cash assistance from the government of Gorontalo wisely,0.39999999999999997,positive
666,"the government is working on revising the fuel subsidy regulations so that they are right on target and of course they must contain technical rules, Pertamina is indeed the best",0.42857142857142855,positive
667,"the government will provide socialization regarding the use of subsidized fuel oil, how this socialization will be carried out and how to ensure fuel oil subsidies are right on target, follow the discussion tonight at 11:00 a.m. on KompasTV streaming",0.2857142857142857,positive
668,distribution of fuel oil cash direct assistance as evidence of the government protecting vulnerable communities amid adjustments to Banten's fuel prices,-0.2,negative
669,Is direct cash assistance from fuel oil right on target? Let's look at the government's policy of diverting the fuel subsidy budget into social assistance for poor people. This social assistance is expected to maintain people's purchasing power.,-0.007936507936507948,negative
670,The government is revising regulations regarding the distribution of subsidized fuel oil which is expected to bring about significant changes to the distribution of subsidized fuel oil which is problematic & rare in some regions.,0.19166666666666665,positive
671,"he said subsidized fuel oil is used for people who are less well off, the fact is that there are still many rich people who use private cars and big motorbikes to buy subsidized fuel oil, it is very unfortunate if this continues to happen without any firmness from the government",0.009722222222222224,positive
672,observers of the underprivileged communities of North Sumatra have encouraged the government to socialize direct fuel oil cash assistance,0.1,positive
673,"Calm down, bro, eeehhhh the government is googling, revising the Perpres on fuel subsidy rules so that fuel subsidy recipients are right on target, ok?",0.23253968253968255,positive
674,The government's policy of diverting the fuel subsidy budget into social assistance for the poor is appropriate. Social assistance is expected to maintain people's purchasing power,0.013333333333333326,positive
675,news aceh the government really pays attention to the small community in the midst of adjusting fuel subsidies,-0.024999999999999994,negative
676,"support the revision of the presidential regulation so that subsidized fuel oil is right on target. In addition, BPH Oil and Gas also increases supervision over the distribution of subsidized fuel oil by strengthening regional governments and the best Pertamina law enforcers and extraordinary Pertamina services.",0.5396825396825397,positive
677,This direct fuel oil cash assistance is the best solution from the Banten government,0.55,positive
678,update aceh the government really pays attention to low-income communities in the midst of adjusting fuel subsidies,0.2,positive
679,support the government channeling fuel oil direct cash assistance funds,0.1,positive
682,a form of government concern for the community in providing direct cash assistance for Banten fuel oil,0.1,positive
684,Aceh News The government has thought carefully about adjusting the price of fuel oil,-0.1,negative
685,thank you government for providing direct fuel oil cash assistance to the community,0.1,positive
691,update aceh the government has thought carefully about adjusting the price of fuel oil,-0.1,negative
696,"direct cash assistance for fuel oil is one of the compensation for adjusting the price of fuel oil from the government, thank you Mr. Jokowi, North Maluku, Ternate",0.1,positive
705,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors,0.4,positive
706,"Laws in Indonesia are like sewing needles, blunt up and down, as well as rising fuel oil, which is so difficult, forgetting about gasoline, that government assistance can't be evenly distributed, it only makes people jealous.",-0.21851851851851853,negative
708,"direct fuel oil cash assistance is one of the compensation for adjusting the price of fuel oil from the government, thank you Pak Jokowi, Central Java",0.05,positive
712,direct fuel oil cash assistance is the government's commitment to lighten the burden on the underprivileged people of the Bangka Belitung Islands,0.1,positive
713,"let's be wise to take advantage of direct cash assistance from the government, the people of Indonesia, support social assistance, direct fuel oil cash assistance because it is right on target, West Sumatra",0.24380952380952378,positive
714,it is important for the government to change the pattern of receiving fuel subsidies in order to avoid groups of people who can afford to enjoy fuel subsidies following the recognition of some members of the public,0.2,positive
718,direct fuel oil cash assistance is the government's solution to helping low-income communities affected by the adjustment in East Nusa Tenggara's fuel prices,0.1,positive
720,adjusting the price of fuel oil is the government's effort so that subsidies are more targeted for the less fortunate people.,0.24444444444444446,positive
725,"From the explanation, we should have understood that the government's policy in setting new fuel prices was based on the interests of the people of North Maluku, Ternate",0.13636363636363635,positive
