,id,timestamp,tweet_text,username,followers_count,location
14,1610281213373317120,2023-01-03 14:25:33+00:00,RESMI : Jadwal semifinal Piala AFF 2022  6 Januari  Indonesia vs Vietnam   7 Januari Malaysia vs Thailand  9 Januari Vietnam vs Indonesia  10 Januari Thailand vs Malaysia  Semua pertandingan dimulai pukul 19.30 WIB  Prediksi final? 🐣 https://t.co/ln4lhOaVBE,idextratime,577942,
15,1610281209879465984,2023-01-03 14:25:32+00:00,video bokep indo viral mesum skandal bumil indonesia link live colmek terbaru jilboob bokepviral https://t.co/ZPpKnhcGfY,JilboobbbBokep,0,
16,1610281207694258176,2023-01-03 14:25:32+00:00,bokep indo viral terbaru video indonesia colmek skandal bumil link jilbab mesum bahan coli bacol hijab memek basah https://t.co/Xjhzrkneo0,user28647559,28,
17,1610281205945204736,2023-01-03 14:25:31+00:00,Aku suka gaya gambar Kesuksesan Tersayang : Istri Yang Imut Tuan Muda Yi! Bagus banget! Desain karakternya juga hebat! Pantas untuk direkomendasikan!   #Bahasaindonesia #komikon #Indonesia #bilibilicomics  https://t.co/tc0HOZgLpd https://t.co/yLSBRizdSs,hamizanhamiza19,0,
18,1610281193962115072,2023-01-03 14:25:28+00:00,Indonesia v Vietnam Malaysia v Thailand Semi Final ideal mewakili 2 rumpun yang berbeda juga. Final bisa kali ulangan 2010 Indonesia v Malaysia tapi yang menang Indonesia hehe,zfauuw,432,"Blok G2 No 6, Komplek Sirnabaya."
19,1610281193907564546,2023-01-03 14:25:28+00:00,"Tempat ngedate pertama sm mantan, lagu nya terngiang di kepala, sampe kt gue kok dia bisa fasih bahasa indonesia nya, ini ada itu ada 😭 https://t.co/609YYs03HM",minkybar,20,📍somewhere only I know
20,1610281181076914177,2023-01-03 14:25:25+00:00,bokep indo viral terbaru link video indonesia bumil hijab cewe tocil sange banget live streaming bacol bahan coli https://t.co/UVCnZvVpkp,Pregnant_Indo_,144,
21,1610281158079807488,2023-01-03 14:25:20+00:00,AFF Cup 2022 SF  Malaysia* vs Thailand  Vietnam vs Indonesia  *kecuali JDT,pjoe_,1126,
22,1610281148764282881,2023-01-03 14:25:18+00:00,Come on Derby Nusantara la Final. Ayuh Indonesia 🤝 Malaysia.,fadhlikhusaini,113,
23,1610281143768875009,2023-01-03 14:25:16+00:00,Andai Indonesia juara grup A ketemu Malaysia ini.,putu_ray,224,Indonesia
24,1610281137489981440,2023-01-03 14:25:15+00:00,Indonesia Laporkan Defisit Lebih Kecil Anggaran 2022 https://t.co/pjrv3YbH6Y #NeverLetMeGoSeriesEP4,danangmike,320,Klaten
25,1610281136235905025,2023-01-03 14:25:15+00:00,"Piala AFF: Juara Grup B, Vietnam Jadi Lawan Indonesia di Semifinal https://t.co/CDDqMsM3mC",Beritasatu,1030433,Jakarta
26,1610281105017679872,2023-01-03 14:25:07+00:00,Road to Indonesia Juara!!! https://t.co/KLLn2EbFkV,AhmadJapra7,13052,Indonesia
27,1610281091977605120,2023-01-03 14:25:04+00:00,"Malaysia mainny luar biasa cantik. Ayo Indonesia, kalian bisa !",Lazwardy1,3085,"Mataram, Indonesia"
28,1610281034532392962,2023-01-03 14:24:50+00:00,Wali kota INDONESIA😃 https://t.co/d5yHwIyWJt,8_FERRY_8,2903,indonesia
29,1610281030627336205,2023-01-03 14:24:49+00:00,"LOWONGAN PEKERJAAN Lowongan Pekerjaan Solo Raya Januari 2023 di Ayam Keprabon – Ayam Keprabon asli kota Solo yang berdiri sejak 2015, kini sudah memiliki lebih dari 60 cabang outlet di seluruh Indonesia (Solo Raya, Jabodetabek, Bandung, Surabaya, Malang,… https://t.co/vdPf9t1Vng https://t.co/5MgLRkyqh4",LokerJatengDIY,7941,Indonesia
30,1610280997236637703,2023-01-03 14:24:41+00:00,Malaysia jumpa indonesia ke thailand?,AkeemSharyzal,284140,
31,1610280977443737600,2023-01-03 14:24:37+00:00,AFF Cup 2022 semi finals  Malaysia vs Thailand  Vietnam vs Indonesia,newdandbiru,1300,
32,1610280971508805632,2023-01-03 14:24:35+00:00,"Yakin lolos ke final enggak nih, gaes?  Timnas Indonesia akan melawan Vietnam pada babak semifinal Piala AFF 2022. Pasukan Shin Tae-yong akan bertandang ke markas Vietnam pada 9 Januari mendatang. #bigmatch #bmaff #bolasports #oneliner https://t.co/M4hYi8R4oU",kumparan,985672,
33,1610280971097747456,2023-01-03 14:24:35+00:00,"RESMI! INDONESIA vs VIETNAM Gelora Bung Karno Stadium, Jakarta Jumat, 6 Januari 2023 16:30 WIB  Siap senam jantung warga Indonesia?  📸 : @affmecup https://t.co/AEZY5fM8rV",Kicknrushftbl,19,
34,1610280940260966400,2023-01-03 14:24:28+00:00,Berita Bola Terkini Nova88 Indonesia Klik https://t.co/VsbRjz8w7o : Catatan Timnas Indonesia di Semifinal Piala AFF: 6 Kali Tembus Final https://t.co/GrczoBLHaM https://t.co/tIHCFxgEs4,Nova88Indo,253,Indonesia
35,1610280933982179333,2023-01-03 14:24:26+00:00,Berita Bola Terkini Nova88 Indonesia Klik https://t.co/VsbRjz8w7o : Dampak Kedatangan Cristiano Ronaldo di Mata Pelatih Al Nassr https://t.co/6GBInHxfrx https://t.co/0xphWqVdQe,Nova88Indo,253,Indonesia
36,1610280915715997702,2023-01-03 14:24:22+00:00,"Berita Bola Terkini Nova88 Indonesia Klik https://t.co/VsbRjz8w7o : Arsenal Vs Newcastle, The Gunners Harus Realistis soal Kans Juara https://t.co/FhP9msCovr https://t.co/AF0LYrn7HM",Nova88Indo,253,Indonesia
37,1610280910053871617,2023-01-03 14:24:21+00:00,"INDONESIA, 🇻🇳 VIETNAM DATANG! 👀  Kemenangan 3-0 Vietnam atas Myanmar di partai terakhir Grup B, memastikan Nguyen Van Quyet cs akan jumpa Timnas Garuda di babak semi-final Piala AFF 2022 👏  #YANMAR #FootballIsOurEngine #AFFMitsubishiElectricCup2022 https://t.co/3zYlxqNRqx",GOAL_ID,2810409,Indonesia
38,1610280875014643715,2023-01-03 14:24:12+00:00,"It's settled!  #AFFCup2022 Semi-Finals: 🇹🇭 Thailand vs Malaysia 🇲🇾 🇻🇳 Vietnam vs Indonesia 🇮🇩  Menarik, bung. 🍿🍿🍿 https://t.co/LkIOlNCFDZ",sporttiaphari,1820,Indonesia
39,1610280870338007040,2023-01-03 14:24:11+00:00,Indonesia vs Vietnam Thailand vs Malaysia,DanSakha07,77,"Sleman, Indonesia"
40,1610280860766605314,2023-01-03 14:24:09+00:00,"Tik! Hi, mau tanya, dong? Kalo nulis novel versi English tuh yg harus diperhatikan tuh apa yaa? Kalo kaya novel Indonesia kan, KBBI dan EYD yaa, nah kalo English? Grammar aja kah? Makasih☺️",writemenfess,7472,Tentang writemenfess:
41,1610280831528079360,2023-01-03 14:24:02+00:00,"Sedang Tunggu Teman yang Lagi Indehoy, Seorang Pria di Bekasi Tewas Dikeroyok Lima Orang Pelaku https://t.co/YUBgyzYHMd",jakartadaily_in,24,Jakarta
42,1610280805225631753,2023-01-03 14:23:56+00:00,"Malam ini #RuangRindu hadirkan lagu indonesia tahun 2000 - 2010, punya cerita dengan lagu-lagu di tahun ini?  tinggalkan komentar anda / Telp. 0821 9414 2525 / WA 0822 8323 2009",RRIPro1Ternate,167,"North Moluccas, Indonesia"
43,1610280805183664134,2023-01-03 14:23:56+00:00,"#koruptor #beritaterkini #beritanasional sejarah nama indonesia, https://t.co/hoYXGg49ox",RaraRangkap,27,
44,1610280803455631365,2023-01-03 14:23:55+00:00,#news #berita #fakta #indonesia #viral #beritaterkini Fakta fakta unik di dunia dan alam semesta https://t.co/5sdlMtQbSQ,harus_kamutahu,67,
45,1610280800767078402,2023-01-03 14:23:55+00:00,Viral skandal video Tante vs Dua bocil sekaligus 😱  Link full video di bio/komentar  Pelajar Bokep indo viral terbaru vcs video Indonesia Colmek skandal bumil link jilbab mesum bahan coli bacol hijab memek basah Tante sange selebgram tiktok trending #SANGE_AAAAAAAAAA #sangeberat https://t.co/vaoSp2G6Sz,bijiwijen3,0,
46,1610280787324317696,2023-01-03 14:23:51+00:00,Nonton david gadgetin speed x2 nyalain subtitle bahasa indonesia wkwkwk https://t.co/hD9cpIdHSo,Ferdivine_R,186,New World
47,1610280779145416709,2023-01-03 14:23:49+00:00,"Eko Suwanto mengungkapkan, PDI Perjuangan terus berkomitmen membawa kesejahteraan rakyat Indonesia. #IKNWujudPerubahan #PDIPerjuangan https://t.co/ixo8BTq6YO",Jessica51348060,0,
48,1610280773080473601,2023-01-03 14:23:48+00:00,"📢Open joki tugas📢 Tugas makalah, essay, paper, ppt, mind map, poster dll.  Matkul/mapel: 📖Hubungan Internasional 📖Sejarah 📖Sosiologi  📖Kewarganegaraan 📖Bahasa Indonesia 📖Bahasa Inggris Akan dikerjakan spt tugas sendiri dan anti plagiarism. 🙅‍♀️ https://t.co/p0kcZwG0xs",Joyyc__,116,"Banten, Indonesia"
49,1610280756835934209,2023-01-03 14:23:44+00:00,#news #berita #fakta #indonesia #viral #beritaterkini 7 foto yang hanya bisa dilihat sekali seumur hidup https://t.co/WQEL3LodAT,CupeiPei,22,
50,1610280741094711296,2023-01-03 14:23:40+00:00,"yang sukanya ngomong pake akhiran ""deng"" itu orang jawa doang apa emang seluruh indonesia?",KCHPSH,1,"—sunghoon, chaehyun."
51,1610280698686083072,2023-01-03 14:23:30+00:00,Malaysia serem!! Pemain naturalisasinya beres semua. Klo indonesia? Yah gitu lah,putu_ray,224,Indonesia
52,1610280691690000385,2023-01-03 14:23:29+00:00,Salam Indonesia Raya Gerindra Menang Prabowo Amin ya Allah ya rabbal alamin https://t.co/mj6hX24MzN,jelajah4e4,5,
53,1610280675739074571,2023-01-03 14:23:25+00:00,"PMI Manufaktur Indonesia Naik Jadi 50,9 pada Desember 2022 https://t.co/FEcAChvgqY",CNNIndonesia,3424032,
54,1610280661004484610,2023-01-03 14:23:21+00:00,"Eko Suwanto mengungkapkan, PDI Perjuangan terus berkomitmen membawa kesejahteraan rakyat Indonesia. #IKNWujudPerubahan #PDIPerjuangan https://t.co/BCrSDXhSnq",Corinne20112051,0,
55,1610280650707439617,2023-01-03 14:23:19+00:00,"main lato lato, 24/7 di seluruh indonesia🤣 https://t.co/O6RmIPKY35",repskih_,256,
56,1610280612329558016,2023-01-03 14:23:10+00:00,Finishing nya Timnas Malaysia mengerikan &amp; jauh lebih baik daripada Timnas Indonesia. Main simpel nggak banyak kelok kelok nggak berguna  #AFFMitsubishiElectricCup2022 https://t.co/B5XYX0Oio9,Thitipan_Mafia,912,Indonesia 
57,1610280608017813504,2023-01-03 14:23:09+00:00,"baru tau, Singapura baru sekali sampe final — saat itu jg jadi juara.  lah Indonesia WKWKKWKW",himoonira,248,
58,1610280604658184193,2023-01-03 14:23:08+00:00,"📢Open joki tugas📢 Tugas makalah, essay, paper, ppt, mind map, poster dll.  Matkul/mapel: 📖Hubungan Internasional 📖Sejarah 📖Sosiologi  📖Kewarganegaraan 📖Bahasa Indonesia 📖Bahasa Inggris Akan dikerjakan spt tugas sendiri dan anti plagiarism. . 🙅‍♀️ https://t.co/p0kcZwG0xs",Joyyc__,116,"Banten, Indonesia"
59,1610280579299438593,2023-01-03 14:23:02+00:00,Viral video 2023 cewe-cewe lagi  Pamer gunung 😱  Link full video di bio/komentar  Pelajar Bokep indo viral terbaru vcs video Indonesia Colmek skandal bumil link jilbab mesum bahan coli bacol hijab memek basah Tante sange selebgram tiktok trending #SANGE_AAAAAAAAAA #sangeberat https://t.co/3A17vGy4sY,bijiwijen3,0,
60,1610280565076529152,2023-01-03 14:22:58+00:00,Negara Bebas Visa Untuk Passport Indonesia - https://t.co/xMlOOOOPPm https://t.co/r4oQf2AnbJ,idbcpr,47105,contact  idbcpr@gmail.com
61,1610280549565988865,2023-01-03 14:22:55+00:00,"📢Open joki tugas📢 Tugas makalah, essay, paper, ppt, mind map, poster dll.  Matkul/mapel: 📖Hubungan Internasional 📖Sejarah 📖Sosiologi  📖Kewarganegaraan 📖Bahasa Indonesia 📖Bahasa Inggris Akan dikerjakan spt tugas sendiri dan anti plagiarism🙅‍♀️ https://t.co/p0kcZwG0xs",Joyyc__,116,"Banten, Indonesia"
62,1610280504733106178,2023-01-03 14:22:44+00:00,"Ini Beda Lagi Nih ,Yg Lagi Viral sma bandung Cindo protorot💦  Bokep indo viral terbaru vcs video Indonesia skandal link kakak mesum colmek brutal bahan coli bacol kakak sange #SANGE_AAAAAAAAAA💦 #malamjumat💦 #bocilviral2022💦 #bacol  #vidioviral  Link full video Ada di bio gw https://t.co/4IIT1nh7kc",DinzzzOkok,0,
63,1610280502023553027,2023-01-03 14:22:43+00:00,"februari udah uprak : 1. uprak b ing suruh pilih mau baca berita, presentasi no text, atau drama. 2. uprak bahasa indonesia disuruh pidato. 3. uprak agama solat subuh, tapi mslhnya gua gak apal kunut anjir:) 4. uprak pjok senam pramuka 5. uprak seni tari ya nari  😁😁😁😁😁",cheesycrol,13112,
64,1610280477105225734,2023-01-03 14:22:37+00:00,"Kapolres Kebumen, AKBP Burhanuddin, S.I.K., S.H., M.H. bersama Forkopimda Kabupaten Kebumen menghadiri Upacara Hari Amal Bhakti Kementerian Agama Republik Indonesia ke-77 di Alun Alun Kebumen https://t.co/OHKL2TO5FB",Polsekkuto,64,"Kutowinangun, Indonesia"
65,1610280436659544064,2023-01-03 14:22:28+00:00,Ditunggu Indonesia tournya @pledis_17 https://t.co/cdRZbf24BD,jeonghansabar,1117,she/her
66,1610280431630561280,2023-01-03 14:22:27+00:00,Final  Malaysia vs Indonesia,muhdzuhair13,333,
67,1610280365163442177,2023-01-03 14:22:11+00:00,"Daftar 10 Pemain Badminton Penerima Hadiah Tertinggi di BWF Tour 2022, Ginting Nomor 1 di Indonesia   #badminton #bulutangkis #badmintonIndonesia #bulutangkisIndonesia #badmintonlovers #Ginting #BWF  https://t.co/Z5NQzjhRHc lewat @tribunkaltim",tribunkaltim,32495,"Balikpapan, Indonesia"
68,1610280360310603777,2023-01-03 14:22:10+00:00,Resolusi 2023 Menkominfo Johnny Plate di Tengah Isu Reshuffle  Berikut sekilas gambaran perjalanan &amp;  pencapaian digitalisasi di era Menkominfo @PlateJohnny untuk Indonesia  @kemkominfo https://t.co/QiLK3E4pNb,SydneyX5w,12749,"Kota Tangerang, Banten"
69,1610280342308663298,2023-01-03 14:22:05+00:00,"Indonesia Kalahkan Filipina, Lolos ke Semifinal Sebagai Runner Up Group A Piala AFF 2022 https://t.co/ZpZICgShMa",kompasiana,997341,Indonesia
70,1610280255041798145,2023-01-03 14:21:45+00:00,"#RequestNite   Np:@tiaraandini #Usai  Cc:@swaramudafm3 @jalankarmel114 @mootiara_solo_ @universalmusicindonesia @ Lembang, Jawa Barat, Indonesia https://t.co/CwJcTlGPbQ",SwaramudaBDG,7624,"Lembang, Indonesia"
71,1610280252416180227,2023-01-03 14:21:44+00:00,"Hallo semuanya, 9 hari lagi akan diadakan Pernyataan Pers Tahunan Menteri Luar Negeri 2023 #PPTM2023 loh! Dalam #PPTM2023 nanti, kalian akan mengetahui diplomasi Indonesia sepanjang tahun 2022, dan berbagai rencana diplomasi Indonesia pada tahun 2023 mendatang. (Cont) https://t.co/HblFx3JFL2",IndonesiainCCS,129,"Caracas, Venezuela"
72,1610280237597888512,2023-01-03 14:21:40+00:00,"Eko Suwanto mengungkapkan, PDI Perjuangan terus berkomitmen membawa kesejahteraan rakyat Indonesia. #IKNWujudPerubahan #PDIPerjuangan https://t.co/igift26xyG",AmyHall29347580,0,
73,1610280237006458880,2023-01-03 14:21:40+00:00,Andai Asia berlaku peperangan. Negara mana yang mampu bertahan sehingga tamat peperangan ? 1. Malaysia 2. Indonesia  3. Thailand  4. Filipina  5. Singapura  Saja utk cakna minda malam² ni,normusairi,109,"Georgetown, Pulau Pinang "
74,1610280232342392833,2023-01-03 14:21:39+00:00,Jokowi Teken KUHP Baru  Kepentingan Indonesia. THE BOYZ STRAY KIDS Hogwarts Kelas 5 Nabil 6 SD Mengabdi BEBAS CEMAS Pertamax Run BTS 10 YEAR CHALLENGE RIP Legend Ken Block Bias Menjadi Selasa Guru Nabil Coldplay Jurassic The Glory MAS JEONGWOO Lucas taekook #IkatanCintaEp1007 https://t.co/lCT1mtfTcE,ChoirunnisaAy10,1141,
75,1610280231960711168,2023-01-03 14:21:39+00:00,"Denger kabar kalau om sendiri meninggal sumpah sedih bangett, dulu waktu babah belum ke indonesia dia yg selalu nengokin sampe nyangka nya dia babah gue. Muka babah udah merah mata merah mau nangis ditahan, yalah itu kaka babah yang paling deket sama dia:)",fieyyyup,31,
76,1610280222548717569,2023-01-03 14:21:37+00:00,Saat nonton Malaysia v Singapore ternyata gua menyadari bahwa betul kalau orang Indonesia IQnya di bawah rata-rata dari negara asean lainnya. Alias kenapa bisa supporter Malaysia duduknya 'agak' rapih gitu di tribun ya. Iri liatnya,cerealgandum,43,
77,1610280196170739713,2023-01-03 14:21:30+00:00,Memasuki indonesia bagian mual dan pusing,elyayuning,780,"Jawa Tengah, Indonesia"
78,1610280128130723853,2023-01-03 14:21:14+00:00,"jisung maulana, kalo ikut the Voice Indonesia masuk tim nya armand maulana awokwk https://t.co/mMSJjKesdE",jwanquokka,1626,she/her `03L
79,1610280091850002437,2023-01-03 14:21:06+00:00,Bocoran Harga Realme 10 Pro yang Masuk Indonesia 10 Januari https://t.co/SKM0UjPfLn,AsistenTugas,0,
80,1610280025881993216,2023-01-03 14:20:50+00:00,"Eko Suwanto mengungkapkan, PDI Perjuangan terus berkomitmen membawa kesejahteraan rakyat Indonesia. #IKNWujudPerubahan #PDIPerjuangan https://t.co/CYjy6t7czM",Brittan72814313,0,
81,1610280008379138049,2023-01-03 14:20:46+00:00,"— Hoonsuk oneshot 🔞  Tags: - omegaverse - alpha Ji, omega Suk - smut 🔞 - bahasa Indonesia - 10.354 kata https://t.co/IaoQCSfBun",nisrsrt_,227,
82,1610279965836324864,2023-01-03 14:20:36+00:00,bokep indo viral terbaru link video indonesia bumil hijab cewe tocil sange banget live streaming bacol bahan coli https://t.co/9zhuurK1l9,BokepIndoBumil1,63,
83,1610279963240050688,2023-01-03 14:20:35+00:00,video bokep bumil indo colmek live viral jilboob indonesia ~ spoiler video cek link telegram di bio,bokepvirral,0,
84,1610279956893896708,2023-01-03 14:20:33+00:00,"Kejujuran terkadang menghalangi langkah kita, tapi tidak dengan rezeki kita. #babyboy #myboy #babyazel #blacknwhite #photos @ Makassar, Sulawesi, Indonesia https://t.co/8GIOwb2OK1",Deddydatu,445,"ÜT: -5.62506,119.66462"
85,1610279950455803904,2023-01-03 14:20:32+00:00,video bokep indo viral mesum skandal bumil indonesia link live colmek terbaru jilboob bokepviral https://t.co/XQqj3Ccf2J,TelegrammIndo,3,
86,1610279924719562758,2023-01-03 14:20:26+00:00,"Kacauuuu, Malaysia maen nyaa baguss bangettt 😭😭😭😭 inii Indonesia emng bener2 kudu bangun dehh, sekelas Kamboja, Filipina, Myanmar, aja skrng udh susah buat ditembus, bukti regenerasi + rotasi bnr2 dipake, nonton Singapura sedih bett inii baru aja goal eh kena counter 😭🙏🏻",weakher_o,0,🆖️🆗️.
87,1610279916066701312,2023-01-03 14:20:24+00:00,bokep indo viral terbaru video indonesia colmek skandal bumil link jilbab mesum bahan coli bacol hijab memek basah https://t.co/xu4LvMjp9r,user90826543,13,
88,1610279894222794753,2023-01-03 14:20:18+00:00,"Naiki Sound System GBK Saat Laga Indonesia ver Thailand, Pelaku Dinilai Dinilai   https://t.co/hVE0vSUlck",officialliputan,730,"Cirebon, Indonesia"
89,1610279809934045184,2023-01-03 14:19:58+00:00,"Pasti tahulah, Tapi termakan omongannya sendiri, Malaikat saja bila Sudah masuk ke dalam sistem di Indonesia bisa berubah menjadi iblis, apalagi hanya seorang Yg bernama Mahfud MD. https://t.co/bo3nPMcACX",Hamba60455437,1,
90,1610279801193127937,2023-01-03 14:19:56+00:00,"pemaine timnas malaysia dimat matke kok akeh pemain naturalisasi jebul, genah genah neh pemaine ra koyo indonesia 😂",zanuarherrera20,256,"Magelang, Jawa Tengah"
91,1610279741608673280,2023-01-03 14:19:42+00:00,Meme Indonesia - Anaknya eudora... - https://t.co/oLgNm0Hi1W https://t.co/HqTY4JeEzS,idbcpr,47105,contact  idbcpr@gmail.com
92,1610279720436011013,2023-01-03 14:19:37+00:00,Semi-final Piala AFF 2022  Leg 1: 🇮🇩 Indonesia vs Vietnam 🇻🇳 (06/01/2023). 🇲🇾 Malaysia vs Thailand 🇹🇭 (07/01/2023).  Leg 2: 🇻🇳 Vietnam vs Indonesia 🇮🇩 (09/01/2023). 🇹🇭 Thailand vs Malaysia 🇲🇾 (10/01/2023).  Shin Tae-yong bertemu Park Hang-seo 🤝🇰🇷 https://t.co/eCSZmoikOm,FaktaSepakbola,340772,Terperangkap Offside
93,1610279693097500672,2023-01-03 14:19:31+00:00,Ini timnas indonesia kalo lawan malaysia abis di cincang kali wowkwkkw,wonwon_Zzzz,230,
94,1610279691889541123,2023-01-03 14:19:30+00:00,"Ini Beda Lagi Nih , Yg Lagi Viral ojol mesum sampe crot &gt;&gt;@TENTEBO5&lt;&lt; Bokep indo viral terbaru vcs video Indonesia Colmek skandal link ojol mesum bahan coli bacol hijab sange. #SANGE_AAAAAAAAAA #malamjumat #smaindonesia #fullsange  Link full video Ada di bio ygy. https://t.co/3xMxFSyB93",CucokIzam,2,
95,1610279671861764097,2023-01-03 14:19:25+00:00,"Keren bgt malaysia maennya, serem coy Indonesia bisa2 kalah kl ketemu Malay",megamarsela,348,id
96,1610279644120616964,2023-01-03 14:19:19+00:00,"Suka dengar pengulas indonesia ni, kalau masuk gol dia jerit gol tu lebih 10x haha",yayaaahasan,216,
97,1610279640186392576,2023-01-03 14:19:18+00:00,Indonesia bisa yuk masukin pilihan Google Pay atau Apple Pay. Jujur saya udah males bawa dompet kemana-mana. https://t.co/VxOPfbT2hM,pattahu,213,Turkey
98,1610279628903690240,2023-01-03 14:19:15+00:00,Akhirnya nonton #AvatarTheWayOfWater.  Buat saya ini terasa menonton rilis video promosi pariwisata #wonderfulindonesia yg pamer segala sekuk beluk keindahan Indonesia dibumbui cerita keluarga Belanda yg membelot jadi pejuang Indonesia.,Jun__Dev,151,"Queenstown, NZ ~ Bali, INA"
99,1610279557684428800,2023-01-03 14:18:58+00:00,https://t.co/hL5YHw6kEt  Daftar Angka Indonesia Semifinal Piala AFF  #bandarbola #bandarjudi #bandarjudionline #situsbandarbola #situsjudionline #situsjudionline #situsonlline #bandarbolaonline https://t.co/pgcqI8XGas,BandarBolaTop,1085,
