,tweet,sentimen
4,"the government made adjustments to the price of fuel oil through many review processes so as to find common ground where it would not be detrimental to the people and the state, it was taken in the middle",positive
298,the people need pertalite and diesel fuel which is not expensive fuel which is lowered very cleverly the government is shameless,positive
1413,"The people of East Nusa Tenggara must know the reasons why we have to adjust fuel prices, that's all for the common good and also so as not to burden the state budget with the best government policies through adjusting fuel prices.",positive
713,social bearing fuel oil forms from the government caring for the people of aceh to support jokowi,positive
1444,"pertamina guarantees the quality of pertalite according to Bojonegoro government regulations, there are many complaints from the public that after an increase in the price of subsidized fuel oil, more",positive
1518,Direct cash assistance is a solution in the midst of adjusting the price of fuel oil. Jambi is proud of the government,positive
1273,Adjusting the price of fuel oil is a step taken by the government to overcome the negative impact of the state budget crisis in Jambi City,negative
52,the government chose the path of justice by defeating fuel subsidies to become blt for the TNI army's long live,positive
934,the government said that millions of people had received the first phase of direct cash assistance from fuel oil,positive
1149,the government is able to maintain the economy amid adjustments to the price of West Java fuel oil,positive
879,the government's fuel price adjustment continues to protect the people from world oil price fluctuations. Sulawesi is supporting government policies,positive
511,direct fuel oil cash assistance is the government's effort to help the lower class people of Jambi receive direct cash assistance,positive
781,the government ensures that direct fuel oil cash assistance is right on target,positive
861,"The government ensures direct cash assistance for liquid fuel oil starting in November, Gorontalo",positive
1404,Adjusting the price of fuel oil is the right step for the government to avoid a state budget crisis for the Bangka Belitung Islands,positive
1069,"the government was able to maintain the economy amidst adjustments in the price of fuel oil, said Central Java",positive
853,"the government gives Perlinsos to compensate for the adjustment of fuel prices, the people of Banten are happy",positive
1182,Paniai district government Social Welfare Service has a report that the distribution of BST BBM Phase III funds was incorrectly distributed by the Head of the Social Office for the regions not for the districts. We ask that the head of the social service be immediately investigated by the Jakarta Ministry of Social Affairs,positive
1239,the reason why fuel oil has to go up is the government has taken the right steps,positive
751,the government ensures that direct fuel oil cash assistance is right on target in West Java,positive
376,"The reason for the high choice of social assistance is of course very rational when read in the current context, namely after the withdrawal of the fuel subsidy where the people really need direct assistance from the government Jokowi's performance has increased",positive
187,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra,positive
310,a number of observers considered that the policy of distributing social support in the form of direct cash assistance which the government had recently intensified to overcome the impact of adjusting fuel prices was very appropriate after the official adjustment of fuel prices,positive
567,"With the existence of direct fuel oil cash assistance, it can help the community in dealing with fuel price adjustments carried out by the East Nusa Tenggara government",positive
1378,"the Bangka Belitung Islands, we are proud of the government, with the adjustment of fuel prices and being transferred to direct cash assistance, the community feels very helpful",positive
654,The fuel oil social assistance policy is a form of the government's alignment with the people of Central Kalimantan in Central Kalimantan,positive
1557,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
1237,the government diverted fuel subsidies to make it more targeted,positive
1484,Senator Alirman Sori asked the government to be firm about the distribution of subsidized fuel,negative
1139,The government must make adjustments to the price of fuel oil in order to contain inflation which has a far greater cost impact in West Java,positive
202,distribution of fuel oil cash direct assistance as evidence of the government protecting vulnerable communities amid adjustments to Banten's fuel prices,negative
958,Energy Watch executive director Mamit Setiawan revealed that what the government was doing was right regarding the distribution of fuel subsidy direct cash assistance but had to be escorted so that it was right on target,positive
354,"the government raised the price of fuel, the value of the current realistic step",positive
609,adjustments to fuel prices were taken to reduce inflation in Sulawesi while supporting government steps,positive
689,fuel oil direct cash assistance is an optimal form of the government's alignment with the people of Papua,positive
878,support the adjustment of fuel prices Sulawesi is supporting government policies,positive
233,"Fuel subsidies are intended for people who need them, so far, fuel subsidies have been enjoyed by the upper class, East Nusa Tenggara residents who support this government policy.",positive
1493,the central government encourages regional governments to hasten the realization of regional budget expenditures to tackle inflationary shocks due to rising fuel prices,negative
142,the government's rare right in adjusting the price of North Sulawesi fuel oil,positive
483,the government diverted some of the fuel subsidies for aid that was more targeted in West Java,positive
379,"many people have increased their level of trust in the government because every solution to the existing problem, one of which is social assistance, fuel, Jokowi's performance has increased",positive
651,the government ensures that direct fuel oil cash assistance is right on target in Central Kalimantan,positive
666,the impact of the adjustment on fuel prices the government will provide compensation with the West Kalimantan Youth Social Security Agency,positive
1529,"the government's policy of diverting fuel subsidies to direct cash assistance has really really helped the economy of the people of West Papua, who have received bltbbm",positive
458,The government ensures that fuel adjustment subsidies will be given to the less fortunate in the Bangka Belitung Islands,positive
170,yesterday as of october again in compact manner private fuel oil operators such as shell vivo bp and pertamina lowered their fuel prices because of that the government should lower the price of subsidized fuel oil right now in full,positive
1132,the government was able to maintain the economy amid adjustments to fuel prices for South Sumatra,positive
980,"The government must make adjustments to the price of fuel oil to contain inflation in the price of fuel oil in Yogyakarta, the special region of Yogyakarta",positive
5,Direct cash assistance is a solution for adjusting fuel prices from the Banten government,positive
353,the government has issued a policy of adjusting the price of subsidized fuel oil and some of the subsidies have been transferred to social assistance blt the government is committed to using subsidies which are people's money to be on target,positive
1129,Adjusting the price of fuel oil to ease the burden on the state budget is the right step from the Banten government,positive
1126,the government provides direct fuel oil cash assistance to poor citizens of North Maluku,negative
22,"icp Indonesia's crude oil price has fallen below the assumptions of the 2018 state budget, so when will subsidized fuel oil go down, Pak Jokowi",negative
828,full support from east nusa Tenggara for government policies in adjusting fuel prices,positive
1105,the government must make adjustments to the price of fuel oil in order to contain inflation in Sulawesi while supporting the policy,positive
45,"Come on, Gaess, the people of Lampung, let's support the government's policy regarding direct fuel oil cash assistance",positive
17,"the effect of rising fuel oil continues, the government will continue direct cash assistance",positive
569,The people of Indonesia are very grateful to the government for distributing fuel direct cash assistance to support the distribution of North Sumatra cash direct assistance,positive
724,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments to the price of West Nusa Tenggara fuel oil,negative
597,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Central Java,positive
593,The price of fuel oil in Indonesia is too cheap. The government's policy is to improve the economy for the sake of targeted subsidies in North Sumatra,positive
133,President Jokowi said that the distribution of direct cash assistance from fuel oil reached Sulawesi while supporting government policies,positive
364,Diverting fuel subsidies is the last option taken by the government and it is the right decision to support the adjustment of fuel prices,positive
1332,the government provides direct fuel oil cash assistance to the poor people of Aceh voice,negative
1346,government policy in adjusting the price of fuel oil for the sake of creating prosperity and progress for the advanced Maluku nation,positive
992,This fuel price adjustment is unavoidable because the state budget will be affected. Let's support our government to do our best,positive
80,"Hooray, the government accelerates the distribution of fuel oil direct cash assistance to help the people of Jambi",positive
1021,Jambi continues to support the government in terms of distributing direct cash assistance Jambi fuel oil receiving direct cash assistance,positive
475,"the government adjusts the price of fuel subsidies so that they can be diverted to the right target for the people of Indonesia, support the adjustment of West Sumatra's fuel prices",positive
1402,"an evaluation of the adjustment to the price of subsidized fuel oil is carried out so that the resilience of the state budget remains safe, the government's policy is right in North Sumatra",positive
520,the government accelerates the distribution of fuel oil cash direct assistance to the public,positive
1318,the government along with direct fuel oil cash assistance for people who can't afford cash direct assistance are more effective because the target recipient is clearly West Java,positive
27,"The distribution of direct cash assistance from fuel oil is a form of government concern for the economy of the underprivileged people of Jambi, to support Indonesia",positive
347,the government will provide compensation for adjusting the price of fuel oil with Papua's social protection support,positive
1169,the government's policy of diverting fuel subsidies to sectors that are more urgent is very appropriate so that the use of subsidies is more targeted to support the adjustment of fuel prices in North Sumatra,positive
1505,support the government's policy of direct fuel oil cash assistance to the people of West Sumatra,positive
459,"the Bangka Belitung Islands, the government immediately handed over direct cash assistance for fuel, thank you Pak Jokowi",positive
501,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of East Kalimantan,positive
1125,update aceh the government is able to keep the economy stable amid adjustments in fuel prices,positive
704,"the government has repeatedly said that subsidies are not on target again, we are using the government's logic if the fuel oil that goes down today is the first to give subsidies to the rich, the government or the action of students, workers, farmers, fishermen, ojol and so on",positive
1179,"If Vivo were allowed to sell Revvo at a fixed price in liters, the government would no longer need to shout glontorin, subsidies by themselves subsidies for Pertalite would be significantly reduced, fix it. The policy to increase the price of fuel oil is a people's subsidy to help Pertamina from bankruptcy",positive
968,the government was able to maintain the economy amid adjustments to fuel prices in Central Kalimantan,positive
427,"The government has again made adjustments to fuel prices after previously having experienced an increase in the price of the first type of fuel oil, now it has been lowered via",positive
2,"the government will add fuel subsidies until the end of the year the government plans to increase the pertalite quota by as much as 1 million kiloliters and 1 million kiloliters of diesel by the end, the ministry of Energy and Mineral Resources also ensures that purchases of both will be limited so that they are more on target",positive
1502,fuel oil direct cash assistance is almost the government's continued enthusiasm in distributing Banten cash direct assistance,positive
1243,"the excitement of the yellow pertalite fuel oil is said to be similar to premium netizens drain the tank, wow that's true, the government is deceiving and extorting the people",positive
211,This direct fuel oil cash assistance is the best solution from the Banten government,positive
467,direct fuel oil cash assistance is a form of government concern for the community,positive
393,the government diverted fuel subsidies for more targeted assistance in Jambi,positive
1166,"the government must make adjustments to the price of fuel oil in order to restrain inflation, which will have a far greater cost to Bali",positive
299,"if you have complaints about complaints or information on irregularities in government assistance due to an increase in fuel oil in Central Java, call the hotline for complaints, direct cash assistance for complaints about BSU information on fuel oil, let's control the distribution so that it is right on target",positive
927,chairman of the parliament ri puan maharani did a work visit to the traditional market of pondok gede bekasi puan received a complaint from a rice trader named agus who complained about the increase in the price of fuel oil which had recently been signed by the government,negative
703,people-based subsidized fuel subsidies will be easier to implement because the government already has integrated data on social welfare,positive
96,the distribution of direct fuel oil cash assistance reaches a percentage of the North Maluku Great Government,positive
178,Bengkulu residents support direct fuel cash assistance. Let's be wise to use direct cash assistance from the government,positive
108,"Thank you, our government in East Nusa Tenggara is very helpful and very grateful for the distribution of direct fuel cash assistance",positive
1140,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a far greater cost impact",positive
482,Phase II fuel oil direct cash assistance Rp disbursed in November The government will disburse Phase II fuel oil direct cash assistance in November later each family receiving social assistance direct fuel oil cash assistance will return to receive Rp.,positive
1188,alhamdulillah finally fuel oil went down again after world oil dropped dramatically the government finally reduced fuel oil thank you and democrats who consistently serve the people,positive
1197,"his mouth always hurts the people's heart, it doesn't deserve it, so the presidential chief of staff, Moeldoko, cites government data which records the percentage of fuel subsidies enjoyed by the middle and rich people",positive
1457,"the palace ensured that the demands of the demonstrators to protest the rise in fuel prices were paid attention to by the government, sincerely prioritizing the people",positive
1,"In order to ensure the availability of subsidized fuel oil, the government has officially increased the pertalite and diesel quotas as of October, the addition of pertalite is as much as million KL while diesel is as much as million KL",positive
1288,"it is very appropriate for the government to divert fuel subsidy funds into direct cash assistance for fuel in Central Kalimantan, Central Kalimantan, to support the adjustment of fuel prices, a very appropriate policy",positive
1150,the government accelerates the distribution of fuel oil cash direct assistance to the people of Bali,positive
1292,direct fuel oil cash assistance is a government social bearing policy that has many benefits bengkulu,positive
574,The transfer of subsidized fuel oil to direct cash assistance is the government's effort to help the people under the support of distribution of North Sumatra cash direct assistance,positive
981,the government is able to maintain the economy in the midst of adjusting the price of our fuel oil in Jambi,positive
620,"the government's policy is right to adjust the price of subsidized fuel oil, we as good people of North Sumatra must support this policy",positive
983,government policy in adjusting the price of fuel oil and shifting subsidies is very appropriate for us,positive
436,the distribution of direct cash assistance is evidence that the government is protecting vulnerable communities amid adjustments to the price of fuel oil in West Java,negative
361,the government has started to distribute direct fuel oil cash assistance to the people of Jambi with full support,positive
1430,PKS urges the government to follow up on complaints that Pertalite type fuel oil is more wasteful,positive
1348,fuel oil direct cash assistance helps the government side with the people optimally,positive
420,"the transfer of fuel subsidy funds and adjustments to the price of fuel oil were carried out by the government for more targeted assistance, Wonderful Bengkulu",positive
231,"Come on, be wise, take advantage of direct cash assistance from the government, the people of Indonesia, support social assistance, direct fuel oil cash assistance because it is right on target, West Sumatra",positive
1488,small communities in the regions support government policies in transferring fuel subsidies the key is to keep working unlike people in Jakarta who actually get involved in demonstrations and forget their obligations to work,negative
215,Aceh News The government has thought carefully about adjusting the price of fuel oil,negative
641,"let's help reduce government subsidies, let's buy vivo shell BP only, the non-subsidized price for several types of fuel oil, Pertamina shell BP and Vivo Compact, will go down per Saturday October, the new price for fuel oil will be displayed at each gas station.",negative
55,let's support the government's policy of distributing direct fuel oil cash assistance,positive
536,"The government made adjustments to the price of fuel oil to contain inflation, the people of Papua strongly support the adjustment of fuel prices",positive
1353,"direct cash assistance from fuel oil, the government's efforts to maintain the purchasing power of the people of West Papua, support the adjustment of fuel prices so that subsidies are right on target",positive
581,the government implemented adjustments to fuel oil in order to divert subsidies to more beneficial sectors such as education and health in the Bangka Belitung Islands,positive
959,"Wow, the government hasn't added the quota for subsidized fuel oil even though Pertalite stocks have run out this October",positive
279,"the government increases the quota for subsidized fuel oil in full, click the following link",positive
793,concrete evidence that the government is protecting vulnerable communities in Bali by distributing direct cash assistance and BSU in the midst of adjusting fuel prices,negative
224,it is important for the government to change the pattern of receiving fuel subsidies in order to avoid groups of people who can afford to enjoy fuel subsidies following the recognition of some members of the public,positive
302,"In dealing with the effects of the global crisis, the government guarantees that inflation will be controlled within this range because a number of social assistance programs in order to maintain purchasing power when fuel prices increase are effective in suppressing inflation spikes.",positive
1474,the government said the realization of the distribution of direct fuel oil cash assistance until Tuesday reached or million beneficiaries,positive
218,"direct cash assistance for fuel oil is one of the compensation for adjusting the price of fuel oil from the government, thank you Mr. Jokowi, North Maluku, Ternate",positive
996,"with the policy of adjusting fuel prices, the government has tried to create justice for the less fortunate people of west papua september",positive
795,The community is very grateful to the government for the distribution of direct fuel oil cash assistance to support the distribution of North Sumatra cash direct assistance,positive
1090,thank you government for direct cash assistance fuel oil south sumatra government appreciation,positive
295,the government legally increases the quota of subsidized fuel oil,positive
526,continue to support government policies related to adjusting fuel prices for the welfare of the small community in Maluku,negative
1300,East Nusa Tenggara supports the government in providing direct fuel oil cash assistance for the welfare of the poor,negative
557,"with the adjustment of fuel, the government remains committed to keeping me from buying the less fortunate people of the Bangka Belitung Islands",positive
1091,update aceh the government will distribute direct fuel oil cash assistance to several categories of people,positive
933,"many people misunderstand the meaning of the increase in the price of subsidized fuel oil, there is no revocation of subsidies after the government raised fuel prices",positive
693,the adjustment of fuel prices by the government is appropriate,positive
674,"a volume demonstration demanding a reduction in the price of fuel, finally the government complied with the people's demands according to the price of the first fuel oil vangkeeeee",positive
864,the adjustment of fuel prices by the government was carefully planned to be able to help the people of Indonesia,positive
748,"The government is good, yes, when other gas stations prices go up, even Ron has fallen, eh, Pertalite, which Ron can care about the people, is very small by holding down fuel prices",positive
1533,Riau Archipelago appreciates the government's right step in adjusting the price of fuel oil,positive
1044,The adjustment in the price of fuel oil is not without reason that the government has thoroughly studied Wonderful Bengkulu,positive
970,Indonesian people must be aware that the adjustment of fuel prices is to contain inflation and the people of Maluku fully support government policies,positive
473,the government diverted some fuel subsidies to more targeted assistance,positive
712,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid fuel price adjustments struggling with Maluku,negative
1142,the government is able to maintain the economy amid the adjustment of Jambi fuel prices,positive
1002,"President Jokowi said that as many as million people have received direct cash assistance from fuel oil, the people of Papua have received and supported direct cash assistance from the government",positive
678,The people of Jambi must also understand that the distribution of direct cash assistance and can provide evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices,negative
1187,Adjusting the price of fuel oil is the best way to support the government,positive
619,Jambi residents also support the government's performance. All economists agree that the fuel oil social assistance policy is a form of government alignment with the people,positive
276,the important thing is that the government explains its strategy not to play with fuel oil anymore,positive
695,support regulation of subsidized fuel oil fuel price adjustments must also be followed by arrangements or regulations for fair subsidies support all the Indonesian government's efforts so that fuel oil subsidies can be enjoyed by people who are entitled,positive
184,Adjusting fuel oil is the right step taken by the government so that subsidies are right on target to support Lampung,positive
1038,together we support and escort the government in distributing direct fuel oil cash assistance,positive
1448,"The president ensures that the distribution of direct fuel assistance for nine basic commodities and BSI from the government in Ternate, North Maluku on Wednesday September runs smoothly and is expected to increase the purchasing power of people's consumption and the macro economy",positive
1418,"that's right, bbm lpg and tdl are the most basic and vital primary needs in life for the lives of many people, everything that concerns the lives of many people needs to be fully controlled by the government so as not to cause social turmoil and inequality.",positive
920,spi Batanghari Regency appreciates the direct fuel oil cash assistance policy from the government to Jambi province,positive
646,"everywhere, if fuel oil is expensive, the people are definitely the government's fault",negative
1447,Commission VII DPR advises the government to change the method of energy subsidies Commission VI observes that there are people who have misunderstood the meaning of the increase in fuel prices deputy chairman of Commission VII DPR Maman Abdurrahman emphasized that there will be no revocation of subsidies as narrated by several groups so far,positive
960,"To deal with rising fuel prices, the government is providing direct cash assistance, how much fuel, please pay attention",positive
863,Fuel oil assistance for extraordinary people The people of West Papua support the government's fuel price adjustment policy,positive
752,the government continues to maintain aceh's economy supporting fuel price adjustments,positive
921,the government deploys auditors to oversee the distribution of direct fuel oil cash assistance,positive
796,the government's policy of diverting fuel subsidies is the right step so that fuel subsidies can be enjoyed by all groups and are right on target for Lampung to support fuel price adjustments,positive
1175,"The transfer of fuel subsidies to social assistance is the government's effort to provide equal distribution of subsidies for all Indonesian people. We, the entire people of North Sumatra, fully support government policies.",positive
963,"KSP main expert, Edy Priyono, said that the government's hard work in controlling inflation at both the central and regional levels had succeeded in maintaining the stability of food prices after the increase in fuel prices.",negative
309,the demonstration against the increase in fuel oil was not heard by the student government and had to rally more force,positive
1052,"The government must make adjustments to the price of fuel oil in order to restrain inflation, which has a much greater cost impact, and support the adjustment of fuel prices",positive
479,the government diverted fuel subsidies for aid that was more targeted at Gorontalo,positive
47,Lampung appreciates the government's policy of direct fuel oil cash assistance,positive
1158,"the government must make adjustments to the price of fuel oil in order to contain inflation, the impact of which is usually far greater in the Riau Islands",positive
442,the distribution of direct cash assistance is proof that the government is protecting vulnerable communities in the midst of adjusting West Java fuel prices,negative
717,The government is able to maintain the economy amid the adjustments in Papua's fuel prices,positive
220,"Laws in Indonesia are like sewing needles, blunt up and down, as well as rising fuel oil, which is so difficult, forgetting about gasoline, that government assistance can't be evenly distributed, it only makes people jealous.",negative
535,"the Jokowi government accelerates the distribution of fuel oil power plants to the people of Central Sulawesi, the people of Central Sulawesi have been greatly assisted by direct fuel oil cash assistance",positive
1015,The transfer of fuel subsidies made the government great,positive
1260,The government's move to adjust the price of fuel oil is considered appropriate because of the situation in the face of the global economic crisis in Jambi City,positive
452,the government continues to disburse fuel oil direct cash assistance to the people of the Bangka Belitung Islands,positive
362,the government diverted part of the fuel subsidy to more targeted assistance to support the adjustment of fuel prices,positive
984,"thank you, the government, direct cash assistance from fuel oil is able to ease the burden on us, the less fortunate people of Aceh",positive
813,"president jokowi directly inspected the distribution of direct fuel cash assistance, we continue to support the Banten government program sir",positive
390,the trend of world crude oil prices shrinking PKS urged the government to reduce the price of subsidized fuel oil,negative
140,the adjustment of the price of scarce fuel oil is right for the government of central sulawesi,positive
1311,the government accelerated the distribution of fuel oil cash direct assistance to the people of Jambi,positive
1501,fuel oil direct cash assistance forms the government's alignment with the people optimally Jambi,positive
77,guard the Yogyakarta special regional government subsidy on the price of Yogyakarta fuel oil,positive
39,"the price adjustment for subsidized fuel oil was carried out in response to fluctuations in world crude oil prices. In addition, the government also took into account the country's economic conditions",negative
516,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Aceh,positive
1224,fuel subsidies are swelling the government adjusts the price of fuel oil and diverts subsidies so that the takedown is right on target this brigadier is really welcome to indonesia dreamies,positive
1120,thank you government for direct cash assistance North Maluku fuel,positive
322,BPS reminded the government that the negative impact of rising fuel oil is not over,negative
898,"rich people be grateful because the government hears your complaints where the price of the first type of fuel oil & dexlite is lowered for the poor people, be patient, in turn the government will also lower the price of pertalite & diesel",positive
251,the government's policy of channeling direct fuel oil cash assistance has greatly helped the community's economy to support the distribution of direct cash assistance in North Sumatra,positive
1089,fuel oil direct cash assistance helps the people of South Sumatra government appreciation,positive
760,the government distributes appropriate subsidies that are right on target with direct cash assistance for Bangka Belitung Islands fuel,positive
743,evidence of the government protecting vulnerable communities in the midst of adjusting the price of our Jambi fuel oil,negative
733,aceh news direct fuel oil cash assistance is proof of the government's concern for the community in the midst of adjusting the price of fuel oil,positive
757,the government will provide compensation to the people of Sulawesi while supporting the fuel price adjustment policy,positive
411,Bangka Belitung Islands Adjustment of fuel oil is correct. We are proud of the government,positive
1194,Puan Maharani received complaints from a rice trader named Agus who complained about the increase in fuel prices that had recently been signed by the government,negative
58,a form of government attention to direct cash assistance subsidies for fuel oil in South Sumatra,positive
241,The adjustment of fuel oil has been planned very carefully by the government so that the people will feel the positive impact of the Bangka Belitung Islands,positive
1185,held a mass action Thursday in Banjarmasin demanding that the government cancel the increase in fuel prices,positive
330,the government ensures that the distribution of direct fuel oil cash assistance is right on target to support the distribution of direct cash assistance in North Sumatra,positive
918,the government was able to maintain the economy amid rising prices for fuel oil in Central Kalimantan in Central Kalimantan,positive
720,let's support the regulation of subsidized fuel oil deputy chairman of commission VII DPR Ri Maman Abdurrahman encourages the government to change the method of open subsidies to closed subsidies so that the fuel subsidies launched by the government can be right on target,positive
1555,"Halloo, North Sumatra residents, we need to know together that so far the price of fuel oil in Indonesia is still much cheaper than other Asean countries, let's support government policies together",positive
56,Adjusting the price of fuel oil is the right step for the government,positive
1436,"arguing that subsidies were the wrong target, the government officially raised the price of fuel oil in September until now, this is still getting various rejections, this is a collection of documentation of actions against the increase in fuel prices in cities in Indonesia",negative
513,the government is accelerating the distribution of direct fuel oil cash assistance to the community and so that it is right on target for North Sulawesi,positive
1427,I even just found out that the reason for the increase in fuel prices is the war. The impact of the Russia-Ukraine war clearly occurred when the government increased the energy subsidy budget from Rp.,positive
582,the government's right step in adjusting the price of fuel oil to contain inflation in East Nusa Tenggara,positive
1527,"fuel subsidies are widely enjoyed by the rich, so the government adjusts the Aceh sound fuel",positive
1481,The palace confirmed that the demands of the demonstrators to protest the rise in fuel prices were paid attention to by the WIT Pertamina government,positive
465,The government has diverted some of the fuel subsidies for aid that is more well targeted. Sulawesi is in the midst of agreeing to a fuel price adjustment policy,positive
799,"thank God, finally the government has started distributing direct fuel oil cash assistance to all regions in Indonesia, support the distribution of direct cash assistance, North Sumatra",positive
1042,the program to convert fuel oil to gas fuel gas was carried out during the reign of Susilo Bambang Yudhoyono SBY in read more,positive
923,"the government has distributed direct cash assistance to overcome the impact of the increase in fuel prices, but the Batam City Government, Riau Archipelago Province, noted that there were families",positive
29,North Sumatra supports the government's policy of diverting fuel subsidies to direct cash assistance in order to realize targeted distribution of subsidies,positive
270,"the government's policy of adjusting the price of fuel oil, especially pertalite type fuel oil and subsidized diesel fuel, the government has tried its best to protect the people from world oil price fluctuations",positive
35,"fuel subsidies are a burden on the state budget, adjusting the price of fuel oil, the right steps are taken by the Jambi government to support the adjustment of fuel prices",positive
1255,All citizens of North Sumatra fully support the government's policy of diverting the fuel subsidy budget to social assistance because the transfer of subsidies has a major impact on the Indonesian economy,positive
114,very supportive of the government's policy of adjusting the price of fuel for the special region of Yogyakarta,positive
1412,Adjusting the price of fuel oil is the right step for the government and we must support the voices of the people of North Sumatra,positive
440,direct fuel oil cash assistance is government assistance which is felt very positively in the people of the Bangka Belitung Islands,positive
866,distribution of direct cash assistance and proof of the government's protection of vulnerable communities in the midst of adjusting fuel prices in North Maluku,negative
930,"if there is a domino effect, it means that fuel oil has become a basic human need, that's wrong, yes, the government, why allowed fuel oil to eventually become a basic human need, sir, as an official this time, you said the wrong thing",negative
124,"the decision making by the government in adjusting the fuel subsidy is right, steady, Banten",positive
198,fuel oil cash direct assistance as a form of government attention to small communities greetings from aceh,negative
1084,support the government's appreciation of the government's appreciation of the direct fuel oil cash assistance program in South Sumatra,positive
1303,"direct cash assistance from liquid fuel, the community was greatly assisted by assistance from the government, the people of Jambi were supported",positive
871,so that it won't be too burdened by the government to take wise steps by adjusting Aceh's voice fuel,positive
900,The stability of food prices after the increase in fuel prices cannot be separated from the government's efforts to control inflation both at the central and regional levels. This is good information,positive
1050,"adjustments to the price of fuel oil were carried out to strengthen the education, health and infrastructure sectors where the government provided direct cash assistance to beneficiaries so that they could maintain purchasing power among the underprivileged people of Bengkulu",positive
435,"Thank you, the government has provided direct fuel oil cash assistance to the people of West Java",positive
539,the government continues to protect the people of aceh supporting the adjustment of fuel prices,positive
1313,the government accelerates the distribution of direct fuel oil cash assistance to people in the special region of Yogyakarta direct fuel oil cash assistance yogyakarta,positive
1306,distribution of fuel oil direct cash assistance as the government's concern for the economy of the underprivileged people of West Papua have received bltbbm,positive
527,adjustment of fuel prices by the government for the transfer of targeted fuel subsidies to the small community of Maluku,negative
1543,support the government's steps in adjusting the price of fuel oil is appropriate and will definitely have a positive impact on the voices of the people of North Sumatra,positive
